ID_Actividad;Tipo_Estrategia;Linea_Estrategica;ID_Estrategia
H1_331;Seguridad;Distritos Seguros;1
H1_331;Seguridad;Control Urbano;1
H1_331;Seguridad;Cooperación Ciudadana;1
H1_331;Seguridad;Lucha Contra El Crimen;1
H1_332;Seguridad;Distritos Seguros;1
H1_332;Seguridad;Control Urbano;1
H1_332;Seguridad;Seguridad Inteligente;1
H1_332;Seguridad;Ciudadanías Seguras;1
H1_335;Seguridad;Distritos Seguros;1
H1_335;Seguridad;Control Urbano;1
H1_336;Seguridad;Distritos Seguros;1
H1_337;Seguridad;Distritos Seguros;1
H1_339;Seguridad;Distritos Seguros;1
H1_339;Seguridad;Bienestar Y Reconocimiento;1
H1_340;Seguridad;Distritos Seguros;1
H1_341;Seguridad;Distritos Seguros;1
H1_341;Seguridad;Seguridad Inteligente;1
H1_341;Seguridad;Lucha Contra El Crimen;1
H1_342;Seguridad;Distritos Seguros;1
H1_344;Seguridad;Distritos Seguros;1
H1_346;Seguridad;Ciudadanías Seguras;1
H1_346;Seguridad;Bienestar Y Reconocimiento;1
H1_346;Seguridad;Urbanismo Para La Seguridad;1
H1_348;Seguridad;Distritos Seguros;1
H1_348;Seguridad;Cooperación Ciudadana;1
H1_348;Seguridad;Lucha Contra El Crimen;1
H1_349;Seguridad;Cooperación Ciudadana;1
H1_350;Seguridad;Distritos Seguros;1
H1_351;Seguridad;Distritos Seguros;1
H1_351;Seguridad;Ciudadanías Seguras;1
H1_352;Seguridad;Cooperación Ciudadana;1
H1_352;Seguridad;Protección Del Capital Natural;1
H1_353;Seguridad;Distritos Seguros;1
H1_353;Seguridad;Transporte Seguro;1
H1_353;Seguridad;Lucha Contra El Crimen;1
H1_354;Seguridad;Distritos Seguros;1
H1_355;Seguridad;Distritos Seguros;1
H1_356;Seguridad;Distritos Seguros;1
H1_357;Seguridad;Distritos Seguros;1
H1_357;Seguridad;Control Urbano;1
H1_358;Seguridad;Cooperación Ciudadana;1
H1_360;Seguridad;Distritos Seguros;1
H1_360;Seguridad;Control Urbano;1
H1_361;Seguridad;Distritos Seguros;1
H1_361;Seguridad;Transporte Seguro;1
H1_362;Seguridad;Cooperación Ciudadana;1
H1_363;Seguridad;Distritos Seguros;1
H1_364;Seguridad;Distritos Seguros;1
H1_366;Seguridad;Distritos Seguros;1
H1_367;Seguridad;Distritos Seguros;1
H1_368;Seguridad;Distritos Seguros;1
H1_369;Seguridad;Distritos Seguros;1
H1_370;Seguridad;Distritos Seguros;1
H1_371;Seguridad;Distritos Seguros;1
H1_372;Seguridad;Distritos Seguros;1
H1_373;Seguridad;Distritos Seguros;1
H1_375;Seguridad;Distritos Seguros;1
H1_376;Seguridad;Distritos Seguros;1
H1_377;Seguridad;Distritos Seguros;1
H1_379;Seguridad;Distritos Seguros;1
H1_380;Seguridad;Distritos Seguros;1
H1_380;Seguridad;Cooperación Ciudadana;1
H1_380;Seguridad;Seguridad Regional;1
H1_380;Seguridad;Lucha Contra El Crimen;1
H1_381;Seguridad;Distritos Seguros;1
H1_381;Seguridad;Transporte Seguro;1
H1_382;Seguridad;Distritos Seguros;1
H1_384;Seguridad;Distritos Seguros;1
H1_385;Seguridad;Distritos Seguros;1
H1_387;Seguridad;Distritos Seguros;1
H1_388;Seguridad;Cooperación Ciudadana;1
H1_389;Seguridad;Distritos Seguros;1
H1_390;Seguridad;Distritos Seguros;1
H1_392;Seguridad;Distritos Seguros;1
H1_392;Seguridad;Seguridad Inteligente;1
H1_393;Seguridad;Distritos Seguros;1
H1_393;Seguridad;Cooperación Ciudadana;1
H1_393;Seguridad;Bienestar Y Reconocimiento;1
H1_396;Seguridad;Distritos Seguros;1
H1_397;Seguridad;Distritos Seguros;1
H1_398;Seguridad;Distritos Seguros;1
H1_400;Seguridad;Distritos Seguros;1
H1_400;Seguridad;Control Urbano;1
H1_400;Seguridad;Transporte Seguro;1
H1_400;Seguridad;Lucha Contra El Crimen;1
H1_400;Seguridad;Ciudadanías Seguras;1
H1_401;Seguridad;Distritos Seguros;1
H1_401;Seguridad;Transporte Seguro;1
H1_401;Seguridad;Ciudadanías Seguras;1
H1_402;Seguridad;Distritos Seguros;1
H1_402;Seguridad;Cooperación Ciudadana;1
H1_402;Seguridad;Lucha Contra El Crimen;1
H1_404;Seguridad;Transporte Seguro;1
H1_405;Seguridad;Distritos Seguros;1
H1_405;Seguridad;Ciudadanías Seguras;1
H1_409;Seguridad;Distritos Seguros;1
H1_410;Seguridad;Distritos Seguros;1
H1_411;Seguridad;Distritos Seguros;1
H1_412;Seguridad;Distritos Seguros;1
H1_413;Seguridad;Distritos Seguros;1
H1_413;Seguridad;Transporte Seguro;1
H1_413;Seguridad;Lucha Contra El Crimen;1
H1_415;Seguridad;Ciudadanías Seguras;1
H1_415;Seguridad;Bienestar Y Reconocimiento;1
H1_416;Seguridad;Distritos Seguros;1
H1_417;Seguridad;Datos Para La Seguridad;1
H1_417;Seguridad;Cooperación Ciudadana;1
H1_418;Seguridad;Distritos Seguros;1
H1_418;Seguridad;Ciudadanías Seguras;1
H1_419;Seguridad;Distritos Seguros;1
H1_419;Seguridad;Transporte Seguro;1
H1_419;Seguridad;Lucha Contra El Crimen;1
H1_420;Seguridad;Distritos Seguros;1
H1_421;Seguridad;Distritos Seguros;1
H1_422;Seguridad;Distritos Seguros;1
H1_423;Seguridad;Cooperación Ciudadana;1
H1_423;Seguridad;Bienestar Y Reconocimiento;1
H1_424;Seguridad;Distritos Seguros;1
H1_424;Seguridad;Ciudadanías Seguras;1
H1_425;Seguridad;Distritos Seguros;1
H1_425;Seguridad;Lucha Contra El Crimen;1
H1_428;Seguridad;Distritos Seguros;1
H1_428;Seguridad;Cooperación Ciudadana;1
H1_428;Seguridad;Urbanismo Para La Seguridad;1
H1_429;Seguridad;Distritos Seguros;1
H1_429;Seguridad;Datos Para La Seguridad;1
H1_429;Seguridad;Cooperación Ciudadana;1
H1_429;Seguridad;Ciudadanías Seguras;1
H1_429;Seguridad;Bienestar Y Reconocimiento;1
H1_432;Seguridad;Distritos Seguros;1
H1_432;Seguridad;Control Urbano;1
H1_433;Seguridad;Distritos Seguros;1
H1_433;Seguridad;Seguridad Inteligente;1
H1_434;Seguridad;Distritos Seguros;1
H1_435;Seguridad;Distritos Seguros;1
H1_435;Seguridad;Ciudadanías Seguras;1
H1_436;Seguridad;Distritos Seguros;1
H1_436;Seguridad;Ciudadanías Seguras;1
H1_437;Seguridad;Distritos Seguros;1
H1_437;Seguridad;Control Urbano;1
H1_437;Seguridad;Ciudadanías Seguras;1
H1_437;Seguridad;Bienestar Y Reconocimiento;1
H1_438;Seguridad;Distritos Seguros;1
H1_438;Seguridad;Control Urbano;1
H1_438;Seguridad;Cooperación Ciudadana;1
H1_438;Seguridad;Ciudadanías Seguras;1
H1_438;Seguridad;Bienestar Y Reconocimiento;1
H1_438;Seguridad;Urbanismo Para La Seguridad;1
H1_442;Seguridad;Distritos Seguros;1
H1_442;Seguridad;Ciudadanías Seguras;1
H1_448;Seguridad;Distritos Seguros;1
H1_448;Seguridad;Cooperación Ciudadana;1
H1_449;Seguridad;Distritos Seguros;1
H1_449;Seguridad;Seguridad Regional;1
H1_450;Seguridad;Distritos Seguros;1
H1_452;Seguridad;Cooperación Ciudadana;1
H1_452;Seguridad;Transporte Seguro;1
H1_452;Seguridad;Ciudadanías Seguras;1
H1_453;Seguridad;Cooperación Ciudadana;1
H1_453;Seguridad;Urbanismo Para La Seguridad;1
H1_454;Seguridad;Distritos Seguros;1
H1_457;Seguridad;Distritos Seguros;1
H1_461;Seguridad;Seguridad Inteligente;1
H1_465;Seguridad;Ciudadanías Seguras;1
H1_486;Seguridad;Distritos Seguros;1
H1_486;Seguridad;Ciudadanías Seguras;1
H1_486;Seguridad;Bienestar Y Reconocimiento;1
H1_487;Seguridad;Distritos Seguros;1
H1_487;Seguridad;Control Urbano;1
H1_487;Seguridad;Ciudadanías Seguras;1
H1_488;Seguridad;Distritos Seguros;1
H1_488;Seguridad;Control Urbano;1
H1_488;Seguridad;Ciudadanías Seguras;1
H1_489;Seguridad;Distritos Seguros;1
H1_489;Seguridad;Control Urbano;1
H1_489;Seguridad;Ciudadanías Seguras;1
H1_489;Seguridad;Bienestar Y Reconocimiento;1
H1_490;Seguridad;Distritos Seguros;1
H1_490;Seguridad;Control Urbano;1
H1_490;Seguridad;Ciudadanías Seguras;1
H1_490;Seguridad;Bienestar Y Reconocimiento;1
H1_491;Seguridad;Distritos Seguros;1
H1_491;Seguridad;Control Urbano;1
H1_491;Seguridad;Transporte Seguro;1
H1_491;Seguridad;Ciudadanías Seguras;1
H1_492;Seguridad;Distritos Seguros;1
H1_492;Seguridad;Control Urbano;1
H1_492;Seguridad;Ciudadanías Seguras;1
H1_493;Seguridad;Distritos Seguros;1
H1_493;Seguridad;Control Urbano;1
H1_493;Seguridad;Transporte Seguro;1
H1_493;Seguridad;Ciudadanías Seguras;1
H1_494;Seguridad;Distritos Seguros;1
H1_494;Seguridad;Control Urbano;1
H1_494;Seguridad;Ciudadanías Seguras;1
H1_495;Seguridad;Distritos Seguros;1
H1_495;Seguridad;Control Urbano;1
H1_495;Seguridad;Ciudadanías Seguras;1
H1_496;Seguridad;Distritos Seguros;1
H1_496;Seguridad;Control Urbano;1
H1_496;Seguridad;Ciudadanías Seguras;1
H1_497;Seguridad;Cooperación Ciudadana;1
H1_498;Seguridad;Control Urbano;1
H1_498;Seguridad;Cooperación Ciudadana;1
H1_498;Seguridad;Lucha Contra El Crimen;1
H1_498;Seguridad;Ciudadanías Seguras;1
H1_499;Seguridad;Distritos Seguros;1
H1_499;Seguridad;Control Urbano;1
H1_499;Seguridad;Datos Para La Seguridad;1
H1_499;Seguridad;Ciudadanías Seguras;1
H1_500;Seguridad;Distritos Seguros;1
H1_500;Seguridad;Control Urbano;1
H1_500;Seguridad;Seguridad Inteligente;1
H1_500;Seguridad;Cooperación Ciudadana;1
H1_500;Seguridad;Ciudadanías Seguras;1
H1_501;Seguridad;Distritos Seguros;1
H1_501;Seguridad;Control Urbano;1
H1_501;Seguridad;Cooperación Ciudadana;1
H1_501;Seguridad;Ciudadanías Seguras;1
H1_502;Seguridad;Distritos Seguros;1
H1_502;Seguridad;Control Urbano;1
H1_502;Seguridad;Seguridad Inteligente;1
H1_502;Seguridad;Ciudadanías Seguras;1
H1_504;Seguridad;Distritos Seguros;1
H1_504;Seguridad;Control Urbano;1
H1_504;Seguridad;Cooperación Ciudadana;1
H1_504;Seguridad;Ciudadanías Seguras;1
H1_505;Seguridad;Distritos Seguros;1
H1_505;Seguridad;Control Urbano;1
H1_505;Seguridad;Cooperación Ciudadana;1
H1_505;Seguridad;Ciudadanías Seguras;1
H1_506;Seguridad;Distritos Seguros;1
H1_506;Seguridad;Control Urbano;1
H1_506;Seguridad;Seguridad Inteligente;1
H1_506;Seguridad;Datos Para La Seguridad;1
H1_506;Seguridad;Protección De Infraestructura;1
H1_506;Seguridad;Protección Del Capital Natural;1
H1_506;Seguridad;Ciudadanías Seguras;1
H1_507;Seguridad;Distritos Seguros;1
H1_507;Seguridad;Control Urbano;1
H1_507;Seguridad;Seguridad Inteligente;1
H1_507;Seguridad;Ciudadanías Seguras;1
H1_508;Seguridad;Distritos Seguros;1
H1_508;Seguridad;Control Urbano;1
H1_508;Seguridad;Seguridad Inteligente;1
H1_508;Seguridad;Ciudadanías Seguras;1
H1_510;Seguridad;Distritos Seguros;1
H1_510;Seguridad;Control Urbano;1
H1_510;Seguridad;Ciudadanías Seguras;1
H1_511;Seguridad;Distritos Seguros;1
H1_511;Seguridad;Control Urbano;1
H1_511;Seguridad;Ciudadanías Seguras;1
H1_512;Seguridad;Control Urbano;1
H1_512;Seguridad;Seguridad Inteligente;1
H1_512;Seguridad;Ciudadanías Seguras;1
H1_513;Seguridad;Distritos Seguros;1
H1_513;Seguridad;Control Urbano;1
H1_513;Seguridad;Cooperación Ciudadana;1
H1_513;Seguridad;Ciudadanías Seguras;1
H1_514;Seguridad;Distritos Seguros;1
H1_514;Seguridad;Control Urbano;1
H1_514;Seguridad;Cooperación Ciudadana;1
H1_514;Seguridad;Ciudadanías Seguras;1
H1_515;Seguridad;Distritos Seguros;1
H1_515;Seguridad;Control Urbano;1
H1_515;Seguridad;Lucha Contra El Crimen;1
H1_515;Seguridad;Ciudadanías Seguras;1
H1_516;Seguridad;Distritos Seguros;1
H1_516;Seguridad;Control Urbano;1
H1_516;Seguridad;Cooperación Ciudadana;1
H1_516;Seguridad;Ciudadanías Seguras;1
H1_517;Seguridad;Distritos Seguros;1
H1_517;Seguridad;Control Urbano;1
H1_517;Seguridad;Protección De Infraestructura;1
H1_517;Seguridad;Ciudadanías Seguras;1
H1_517;Seguridad;Urbanismo Para La Seguridad;1
H1_518;Seguridad;Distritos Seguros;1
H1_518;Seguridad;Control Urbano;1
H1_518;Seguridad;Transporte Seguro;1
H1_518;Seguridad;Ciudadanías Seguras;1
H1_519;Seguridad;Distritos Seguros;1
H1_519;Seguridad;Control Urbano;1
H1_519;Seguridad;Cooperación Ciudadana;1
H1_519;Seguridad;Lucha Contra El Crimen;1
H1_519;Seguridad;Ciudadanías Seguras;1
H1_520;Seguridad;Distritos Seguros;1
H1_520;Seguridad;Control Urbano;1
H1_520;Seguridad;Gestión De La Seguridad En Aglomeraciones;1
H1_520;Seguridad;Ciudadanías Seguras;1
H1_1;Convivencia;Comuniquemos Convivencia;2
H1_2;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_2;Convivencia;¡Con-Vivamos a lo bien!;2
H1_2;Convivencia;Comuniquemos Convivencia;2
H1_3;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_3;Convivencia;Comuniquemos Convivencia;2
H1_4;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_10;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_12;Convivencia;¡Con-Vivamos a lo bien!;2
H1_12;Convivencia;Distrito Convivencia;2
H1_13;Convivencia;¡Con-Vivamos a lo bien!;2
H1_13;Convivencia;Distrito Convivencia;2
H1_14;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_14;Convivencia;¡Con-Vivamos a lo bien!;2
H1_14;Convivencia;Comuniquemos Convivencia;2
H1_15;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_15;Convivencia;¡Con-Vivamos a lo bien!;2
H1_15;Convivencia;Comuniquemos Convivencia;2
H1_19;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_19;Convivencia;Comuniquemos Convivencia;2
H1_20;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_24;Convivencia;Comuniquemos Convivencia;2
H1_24;Convivencia;Distrito Convivencia;2
H1_26;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_28;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_28;Convivencia;¡Con-Vivamos a lo bien!;2
H1_28;Convivencia;Comuniquemos Convivencia;2
H1_29;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_29;Convivencia;¡Con-Vivamos a lo bien!;2
H1_29;Convivencia;Transformando-NOS;2
H1_29;Convivencia;Distrito Convivencia;2
H1_30;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_30;Convivencia;¡Con-Vivamos a lo bien!;2
H1_30;Convivencia;Eco-Sistema para la convivencia!;2
H1_30;Convivencia;Comuniquemos Convivencia;2
H1_30;Convivencia;Distrito Convivencia;2
H1_31;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_31;Convivencia;¡Con-Vivamos a lo bien!;2
H1_31;Convivencia;Transformando-NOS;2
H1_31;Convivencia;Comuniquemos Convivencia;2
H1_31;Convivencia;Distrito Convivencia;2
H1_33;Convivencia;¡Con-Vivamos a lo bien!;2
H1_33;Convivencia;Eco-Sistema para la convivencia!;2
H1_42;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_42;Convivencia;¡Con-Vivamos a lo bien!;2
H1_43;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_43;Convivencia;Eco-Sistema para la convivencia!;2
H1_43;Convivencia;Distrito Convivencia;2
H1_44;Convivencia;¡Con-Vivamos a lo bien!;2
H1_45;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_45;Convivencia;Comuniquemos Convivencia;2
H1_46;Convivencia;¡Con-Vivamos a lo bien!;2
H1_46;Convivencia;Comuniquemos Convivencia;2
H1_47;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_47;Convivencia;¡Con-Vivamos a lo bien!;2
H1_47;Convivencia;Comuniquemos Convivencia;2
H1_53;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_53;Convivencia;¡Con-Vivamos a lo bien!;2
H1_53;Convivencia;Eco-Sistema para la convivencia!;2
H1_57;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_57;Convivencia;Comuniquemos Convivencia;2
H1_57;Convivencia;Distrito Convivencia;2
H1_58;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_58;Convivencia;¡Con-Vivamos a lo bien!;2
H1_58;Convivencia;Eco-Sistema para la convivencia!;2
H1_59;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_59;Convivencia;¡Con-Vivamos a lo bien!;2
H1_59;Convivencia;Comuniquemos Convivencia;2
H1_61;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_61;Convivencia;¡Con-Vivamos a lo bien!;2
H1_61;Convivencia;Transformando-NOS;2
H1_61;Convivencia;Comuniquemos Convivencia;2
H1_61;Convivencia;Distrito Convivencia;2
H1_62;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_62;Convivencia;¡Con-Vivamos a lo bien!;2
H1_62;Convivencia;Transformando-NOS;2
H1_62;Convivencia;Comuniquemos Convivencia;2
H1_62;Convivencia;Distrito Convivencia;2
H1_65;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_65;Convivencia;¡Con-Vivamos a lo bien!;2
H1_66;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_66;Convivencia;¡Con-Vivamos a lo bien!;2
H1_66;Convivencia;Eco-Sistema para la convivencia!;2
H1_67;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_67;Convivencia;¡Con-Vivamos a lo bien!;2
H1_67;Convivencia;Transformando-NOS;2
H1_67;Convivencia;Comuniquemos Convivencia;2
H1_67;Convivencia;Distrito Convivencia;2
H1_68;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_68;Convivencia;¡Con-Vivamos a lo bien!;2
H1_68;Convivencia;Transformando-NOS;2
H1_68;Convivencia;Comuniquemos Convivencia;2
H1_68;Convivencia;Distrito Convivencia;2
H1_69;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_69;Convivencia;¡Con-Vivamos a lo bien!;2
H1_69;Convivencia;Transformando-NOS;2
H1_69;Convivencia;Comuniquemos Convivencia;2
H1_69;Convivencia;Distrito Convivencia;2
H1_71;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_71;Convivencia;¡Con-Vivamos a lo bien!;2
H1_71;Convivencia;Transformando-NOS;2
H1_71;Convivencia;Comuniquemos Convivencia;2
H1_71;Convivencia;Distrito Convivencia;2
H1_72;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_75;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_75;Convivencia;¡Con-Vivamos a lo bien!;2
H1_76;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_78;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_78;Convivencia;Eco-Sistema para la convivencia!;2
H1_78;Convivencia;Transformando-NOS;2
H1_79;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_79;Convivencia;¡Con-Vivamos a lo bien!;2
H1_79;Convivencia;Transformando-NOS;2
H1_79;Convivencia;Comuniquemos Convivencia;2
H1_79;Convivencia;Distrito Convivencia;2
H1_80;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_80;Convivencia;¡Con-Vivamos a lo bien!;2
H1_80;Convivencia;Eco-Sistema para la convivencia!;2
H1_80;Convivencia;Transformando-NOS;2
H1_81;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_81;Convivencia;¡Con-Vivamos a lo bien!;2
H1_81;Convivencia;Eco-Sistema para la convivencia!;2
H1_81;Convivencia;Transformando-NOS;2
H1_82;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_82;Convivencia;Comuniquemos Convivencia;2
H1_83;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_83;Convivencia;¡Con-Vivamos a lo bien!;2
H1_83;Convivencia;Eco-Sistema para la convivencia!;2
H1_83;Convivencia;Transformando-NOS;2
H1_84;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_84;Convivencia;¡Con-Vivamos a lo bien!;2
H1_84;Convivencia;Eco-Sistema para la convivencia!;2
H1_84;Convivencia;Transformando-NOS;2
H1_86;Convivencia;¡Con-Vivamos a lo bien!;2
H1_87;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_87;Convivencia;¡Con-Vivamos a lo bien!;2
H1_87;Convivencia;Eco-Sistema para la convivencia!;2
H1_87;Convivencia;Transformando-NOS;2
H1_88;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_88;Convivencia;¡Con-Vivamos a lo bien!;2
H1_88;Convivencia;Comuniquemos Convivencia;2
H1_89;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_89;Convivencia;¡Con-Vivamos a lo bien!;2
H1_89;Convivencia;Eco-Sistema para la convivencia!;2
H1_89;Convivencia;Transformando-NOS;2
H1_89;Convivencia;Comuniquemos Convivencia;2
H1_89;Convivencia;Distrito Convivencia;2
H1_91;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_91;Convivencia;¡Con-Vivamos a lo bien!;2
H1_91;Convivencia;Eco-Sistema para la convivencia!;2
H1_91;Convivencia;Transformando-NOS;2
H1_94;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_94;Convivencia;Distrito Convivencia;2
H1_95;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_95;Convivencia;¡Con-Vivamos a lo bien!;2
H1_95;Convivencia;Eco-Sistema para la convivencia!;2
H1_95;Convivencia;Transformando-NOS;2
H1_96;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_96;Convivencia;¡Con-Vivamos a lo bien!;2
H1_96;Convivencia;Eco-Sistema para la convivencia!;2
H1_96;Convivencia;Transformando-NOS;2
H1_97;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_97;Convivencia;¡Con-Vivamos a lo bien!;2
H1_97;Convivencia;Comuniquemos Convivencia;2
H1_98;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_99;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_99;Convivencia;Comuniquemos Convivencia;2
H1_101;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_101;Convivencia;¡Con-Vivamos a lo bien!;2
H1_101;Convivencia;Eco-Sistema para la convivencia!;2
H1_101;Convivencia;Transformando-NOS;2
H1_102;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_102;Convivencia;¡Con-Vivamos a lo bien!;2
H1_102;Convivencia;Eco-Sistema para la convivencia!;2
H1_102;Convivencia;Transformando-NOS;2
H1_104;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_104;Convivencia;Comuniquemos Convivencia;2
H1_108;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_108;Convivencia;¡Con-Vivamos a lo bien!;2
H1_108;Convivencia;Eco-Sistema para la convivencia!;2
H1_108;Convivencia;Transformando-NOS;2
H1_109;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_109;Convivencia;¡Con-Vivamos a lo bien!;2
H1_109;Convivencia;Eco-Sistema para la convivencia!;2
H1_109;Convivencia;Transformando-NOS;2
H1_110;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_110;Convivencia;¡Con-Vivamos a lo bien!;2
H1_110;Convivencia;Eco-Sistema para la convivencia!;2
H1_110;Convivencia;Transformando-NOS;2
H1_111;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_111;Convivencia;¡Con-Vivamos a lo bien!;2
H1_111;Convivencia;Comuniquemos Convivencia;2
H1_112;Convivencia;Transformando-NOS;2
H1_113;Convivencia;Transformando-NOS;2
H1_114;Convivencia;Comuniquemos Convivencia;2
H1_114;Convivencia;Distrito Convivencia;2
H1_115;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_115;Convivencia;¡Con-Vivamos a lo bien!;2
H1_115;Convivencia;Eco-Sistema para la convivencia!;2
H1_115;Convivencia;Transformando-NOS;2
H1_117;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_117;Convivencia;Transformando-NOS;2
H1_117;Convivencia;Comuniquemos Convivencia;2
H1_118;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_119;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_119;Convivencia;Comuniquemos Convivencia;2
H1_120;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_120;Convivencia;¡Con-Vivamos a lo bien!;2
H1_120;Convivencia;Eco-Sistema para la convivencia!;2
H1_120;Convivencia;Transformando-NOS;2
H1_121;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_121;Convivencia;¡Con-Vivamos a lo bien!;2
H1_121;Convivencia;Eco-Sistema para la convivencia!;2
H1_122;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_122;Convivencia;¡Con-Vivamos a lo bien!;2
H1_122;Convivencia;Eco-Sistema para la convivencia!;2
H1_122;Convivencia;Transformando-NOS;2
H1_122;Convivencia;Comuniquemos Convivencia;2
H1_123;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_123;Convivencia;¡Con-Vivamos a lo bien!;2
H1_123;Convivencia;Eco-Sistema para la convivencia!;2
H1_125;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_127;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_130;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_131;Convivencia;Distrito Convivencia;2
H1_133;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_135;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_136;Convivencia;¡Con-Vivamos a lo bien!;2
H1_136;Convivencia;Eco-Sistema para la convivencia!;2
H1_137;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_137;Convivencia;¡Con-Vivamos a lo bien!;2
H1_137;Convivencia;Eco-Sistema para la convivencia!;2
H1_137;Convivencia;Transformando-NOS;2
H1_137;Convivencia;Comuniquemos Convivencia;2
H1_138;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_139;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_140;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_140;Convivencia;¡Con-Vivamos a lo bien!;2
H1_140;Convivencia;Eco-Sistema para la convivencia!;2
H1_140;Convivencia;Transformando-NOS;2
H1_140;Convivencia;Comuniquemos Convivencia;2
H1_141;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_141;Convivencia;Eco-Sistema para la convivencia!;2
H1_142;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_142;Convivencia;¡Con-Vivamos a lo bien!;2
H1_142;Convivencia;Eco-Sistema para la convivencia!;2
