ID_Actividad;Tipo_Estrategia;Linea_Estrategica;ID_Estrategia
H1_142;Convivencia;Transformando-NOS;2
H1_143;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_144;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_144;Convivencia;Eco-Sistema para la convivencia!;2
H1_144;Convivencia;Transformando-NOS;2
H1_145;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_145;Convivencia;¡Con-Vivamos a lo bien!;2
H1_145;Convivencia;Eco-Sistema para la convivencia!;2
H1_145;Convivencia;Transformando-NOS;2
H1_145;Convivencia;Comuniquemos Convivencia;2
H1_145;Convivencia;Distrito Convivencia;2
H1_146;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_146;Convivencia;¡Con-Vivamos a lo bien!;2
H1_146;Convivencia;Eco-Sistema para la convivencia!;2
H1_146;Convivencia;Transformando-NOS;2
H1_147;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_147;Convivencia;¡Con-Vivamos a lo bien!;2
H1_147;Convivencia;Eco-Sistema para la convivencia!;2
H1_147;Convivencia;Transformando-NOS;2
H1_149;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_150;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_151;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_151;Convivencia;Transformando-NOS;2
H1_152;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_152;Convivencia;Comuniquemos Convivencia;2
H1_152;Convivencia;Distrito Convivencia;2
H1_154;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_156;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_156;Convivencia;Comuniquemos Convivencia;2
H1_157;Convivencia;Distrito Convivencia;2
H1_158;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_158;Convivencia;Distrito Convivencia;2
H1_159;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_159;Convivencia;Distrito Convivencia;2
H1_160;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_160;Convivencia;Eco-Sistema para la convivencia!;2
H1_161;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_161;Convivencia;¡Con-Vivamos a lo bien!;2
H1_161;Convivencia;Eco-Sistema para la convivencia!;2
H1_161;Convivencia;Transformando-NOS;2
H1_161;Convivencia;Comuniquemos Convivencia;2
H1_161;Convivencia;Distrito Convivencia;2
H1_162;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_162;Convivencia;¡Con-Vivamos a lo bien!;2
H1_162;Convivencia;Eco-Sistema para la convivencia!;2
H1_162;Convivencia;Transformando-NOS;2
H1_162;Convivencia;Comuniquemos Convivencia;2
H1_162;Convivencia;Distrito Convivencia;2
H1_163;Convivencia;Distrito Convivencia;2
H1_164;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_165;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_166;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_167;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_168;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_168;Convivencia;Eco-Sistema para la convivencia!;2
H1_169;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_170;Convivencia;Transformando-NOS;2
H1_171;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_171;Convivencia;¡Con-Vivamos a lo bien!;2
H1_172;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_172;Convivencia;Comuniquemos Convivencia;2
H1_173;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_173;Convivencia;Comuniquemos Convivencia;2
H1_174;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_175;Convivencia;Comuniquemos Convivencia;2
H1_176;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_177;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_178;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_179;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_180;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_180;Convivencia;Eco-Sistema para la convivencia!;2
H1_180;Convivencia;Comuniquemos Convivencia;2
H1_181;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_181;Convivencia;Comuniquemos Convivencia;2
H1_183;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_183;Convivencia;Comuniquemos Convivencia;2
H1_184;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_184;Convivencia;¡Con-Vivamos a lo bien!;2
H1_184;Convivencia;Transformando-NOS;2
H1_186;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_186;Convivencia;Comuniquemos Convivencia;2
H1_187;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_187;Convivencia;Comuniquemos Convivencia;2
H1_188;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_189;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_189;Convivencia;Comuniquemos Convivencia;2
H1_190;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_190;Convivencia;Comuniquemos Convivencia;2
H1_191;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_191;Convivencia;Comuniquemos Convivencia;2
H1_191;Convivencia;Distrito Convivencia;2
H1_192;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_192;Convivencia;Comuniquemos Convivencia;2
H1_193;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_193;Convivencia;Comuniquemos Convivencia;2
H1_194;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_194;Convivencia;Comuniquemos Convivencia;2
H1_195;Convivencia;Eco-Sistema para la convivencia!;2
H1_197;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_197;Convivencia;Comuniquemos Convivencia;2
H1_198;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_198;Convivencia;Comuniquemos Convivencia;2
H1_199;Convivencia;Entre todos: ¡Transformamos la convivencia!;2
H1_199;Convivencia;¡Con-Vivamos a lo bien!;2
H1_199;Convivencia;Transformando-NOS;2
H1_200;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_201;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_202;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_204;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_204;Convivencia;Eco-Sistema para la convivencia!;2
H1_204;Convivencia;Transformando-NOS;2
H1_204;Convivencia;Comuniquemos Convivencia;2
H1_204;Convivencia;Distrito Convivencia;2
H1_205;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_205;Convivencia;Transformando-NOS;2
H1_207;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_208;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_209;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_211;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_211;Convivencia;Eco-Sistema para la convivencia!;2
H1_212;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_213;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_214;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_215;Convivencia;Eco-Sistema para la convivencia!;2
H1_217;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_219;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_220;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_220;Convivencia;Comuniquemos Convivencia;2
H1_221;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_222;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_222;Convivencia;Eco-Sistema para la convivencia!;2
H1_222;Convivencia;Transformando-NOS;2
H1_222;Convivencia;Comuniquemos Convivencia;2
H1_223;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_224;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_225;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_226;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_227;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_228;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_229;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_230;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_231;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_232;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_233;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_234;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_234;Convivencia;Eco-Sistema para la convivencia!;2
H1_234;Convivencia;Comuniquemos Convivencia;2
H1_236;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_236;Convivencia;Comuniquemos Convivencia;2
H1_239;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_239;Convivencia;Transformando-NOS;2
H1_239;Convivencia;Distrito Convivencia;2
H1_240;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_240;Convivencia;Transformando-NOS;2
H1_240;Convivencia;Distrito Convivencia;2
H1_243;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_244;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_245;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_247;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_248;Convivencia;Transformando-NOS;2
H1_248;Convivencia;Comuniquemos Convivencia;2
H1_248;Convivencia;Distrito Convivencia;2
H1_249;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_249;Convivencia;Transformando-NOS;2
H1_249;Convivencia;Distrito Convivencia;2
H1_251;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_251;Convivencia;Transformando-NOS;2
H1_251;Convivencia;Distrito Convivencia;2
H1_252;Convivencia;Eco-Sistema para la convivencia!;2
H1_253;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_253;Convivencia;Eco-Sistema para la convivencia!;2
H1_253;Convivencia;Distrito Convivencia;2
H1_254;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_254;Convivencia;Transformando-NOS;2
H1_254;Convivencia;Distrito Convivencia;2
H1_255;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_255;Convivencia;Eco-Sistema para la convivencia!;2
H1_256;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_256;Convivencia;Transformando-NOS;2
H1_257;Convivencia;Eco-Sistema para la convivencia!;2
H1_258;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_258;Convivencia;Transformando-NOS;2
H1_258;Convivencia;Distrito Convivencia;2
H1_259;Convivencia;Eco-Sistema para la convivencia!;2
H1_259;Convivencia;Transformando-NOS;2
H1_260;Convivencia;Transformando-NOS;2
H1_261;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_261;Convivencia;Comuniquemos Convivencia;2
H1_262;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_263;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_264;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_266;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_266;Convivencia;Transformando-NOS;2
H1_266;Convivencia;Distrito Convivencia;2
H1_267;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_267;Convivencia;Transformando-NOS;2
H1_267;Convivencia;Distrito Convivencia;2
H1_269;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_270;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_271;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_271;Convivencia;Transformando-NOS;2
H1_271;Convivencia;Distrito Convivencia;2
H1_274;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_274;Convivencia;Comuniquemos Convivencia;2
H1_275;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_275;Convivencia;Transformando-NOS;2
H1_275;Convivencia;Distrito Convivencia;2
H1_278;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_281;Convivencia;Eco-Sistema para la convivencia!;2
H1_282;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_283;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_283;Convivencia;Eco-Sistema para la convivencia!;2
H1_286;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_286;Convivencia;Transformando-NOS;2
H1_286;Convivencia;Distrito Convivencia;2
H1_287;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_287;Convivencia;Transformando-NOS;2
H1_287;Convivencia;Distrito Convivencia;2
H1_288;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_288;Convivencia;Transformando-NOS;2
H1_288;Convivencia;Distrito Convivencia;2
H1_289;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_290;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_291;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_292;Convivencia;Distrito Convivencia;2
H1_293;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_293;Convivencia;Transformando-NOS;2
H1_293;Convivencia;Distrito Convivencia;2
H1_294;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_295;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_296;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_297;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_298;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_299;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_300;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_301;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_301;Convivencia;Transformando-NOS;2
H1_301;Convivencia;Distrito Convivencia;2
H1_302;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_302;Convivencia;Transformando-NOS;2
H1_302;Convivencia;Distrito Convivencia;2
H1_303;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_304;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_305;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_306;Convivencia;Eco-Sistema para la convivencia!;2
H1_307;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_307;Convivencia;Transformando-NOS;2
H1_307;Convivencia;Distrito Convivencia;2
H1_308;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_308;Convivencia;Eco-Sistema para la convivencia!;2
H1_308;Convivencia;Transformando-NOS;2
H1_309;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_310;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_311;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_312;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_312;Convivencia;Eco-Sistema para la convivencia!;2
H1_312;Convivencia;Transformando-NOS;2
H1_312;Convivencia;Comuniquemos Convivencia;2
H1_312;Convivencia;Distrito Convivencia;2
H1_313;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_313;Convivencia;Comuniquemos Convivencia;2
H1_314;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_314;Convivencia;Transformando-NOS;2
H1_314;Convivencia;Distrito Convivencia;2
H1_315;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_315;Convivencia;Transformando-NOS;2
H1_315;Convivencia;Distrito Convivencia;2
H1_316;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_316;Convivencia;Transformando-NOS;2
H1_316;Convivencia;Distrito Convivencia;2
H1_317;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_317;Convivencia;Transformando-NOS;2
H1_317;Convivencia;Distrito Convivencia;2
H1_318;Convivencia;Comuniquemos Convivencia;2
H1_319;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_319;Convivencia;Eco-Sistema para la convivencia!;2
H1_320;Convivencia;Eco-Sistema para la convivencia!;2
H1_321;Convivencia;Distrito Convivencia;2
H1_322;Convivencia;Comuniquemos Convivencia;2
H1_322;Convivencia;Distrito Convivencia;2
H1_324;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_324;Convivencia;Distrito Convivencia;2
H1_325;Convivencia;Eco-Sistema para la convivencia!;2
H1_326;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_327;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_327;Convivencia;Eco-Sistema para la convivencia!;2
H1_328;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_329;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_330;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_330;Convivencia;Eco-Sistema para la convivencia!;2
H1_331;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_331;Convivencia;Eco-Sistema para la convivencia!;2
H1_332;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_333;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_333;Convivencia;Eco-Sistema para la convivencia!;2
H1_334;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_335;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_336;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_337;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_338;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_339;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_341;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_341;Convivencia;Eco-Sistema para la convivencia!;2
H1_341;Convivencia;Transformando-NOS;2
H1_341;Convivencia;Comuniquemos Convivencia;2
H1_341;Convivencia;Distrito Convivencia;2
H1_342;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_342;Convivencia;Distrito Convivencia;2
H1_345;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_346;Convivencia;Comuniquemos Convivencia;2
H1_346;Convivencia;Distrito Convivencia;2
H1_347;Convivencia;Eco-Sistema para la convivencia!;2
H1_350;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_350;Convivencia;Eco-Sistema para la convivencia!;2
H1_354;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_355;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_356;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_357;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_357;Convivencia;Eco-Sistema para la convivencia!;2
H1_359;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_360;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_363;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_363;Convivencia;Eco-Sistema para la convivencia!;2
H1_363;Convivencia;Transformando-NOS;2
H1_363;Convivencia;Comuniquemos Convivencia;2
H1_363;Convivencia;Distrito Convivencia;2
H1_364;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_365;Convivencia;Transformando-NOS;2
H1_366;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_367;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_368;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_369;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_370;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_371;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_372;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_373;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_373;Convivencia;Eco-Sistema para la convivencia!;2
H1_374;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_375;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_375;Convivencia;Eco-Sistema para la convivencia!;2
H1_376;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_377;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_379;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_382;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_383;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_384;Convivencia;Distrito Convivencia;2
H1_385;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_386;Convivencia;Eco-Sistema para la convivencia!;2
H1_387;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_388;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_388;Convivencia;Comuniquemos Convivencia;2
H1_389;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_390;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_391;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_392;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_394;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_395;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_395;Convivencia;Distrito Convivencia;2
H1_396;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
H1_399;Convivencia;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;2
