linea_id;ID_Actividad;Linea_Estrategica;Tipo_Linea
1048;671A5D40D3C8C120;Distritos Seguros, Datos Para La Seguridad, Lucha Contra El Crimen, Ciudadanías Seguras;Seguridad
1049;0A85FBEC31736678;Distritos Seguros, Control Urbano;Seguridad
1050;268E471637D89F2B;Protección De Infraestructura, Lucha Contra El Crimen;Seguridad
1051;83F1499EC12FDF13;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1052;D418D5B7BF97FF9F;Distritos Seguros, Protección De Infraestructura;Seguridad
1053;91BCDD8BD6E482C5;Distritos Seguros, Protección De Infraestructura, Ciudadanías Seguras;Seguridad
1054;E3FA53264F500719;Datos Para La Seguridad, Cooperación Ciudadana;Seguridad
1055;2CEE69EC96EBBF14;N/A;Seguridad
1056;5E4EA7B0808BCB58;Control Urbano;Seguridad
1057;A4D95227C8385B8D;N/A;Seguridad
1058;C9AC6A8A50859DED;N/A;Seguridad
1059;F220ABC3C7CB3968;N/A;Seguridad
1060;72A406D02A87359A;Distritos Seguros;Seguridad
1061;65B4EB157F038E15;Distritos Seguros;Seguridad
1062;F8C2EC04F9D82A3E;Distritos Seguros, Control Urbano;Seguridad
1063;89EBDA8543461EEC;Distritos Seguros;Seguridad
1064;D65A2B3273F0A0CB;Ciudadanías Seguras;Seguridad
1065;1D0C89D504717386;Control Urbano, Protección De Infraestructura, Ciudadanías Seguras;Seguridad
1066;9D44F9C6CB232DD9;Protección De Infraestructura;Seguridad
1067;1785CE7C38C9C623;Distritos Seguros, Protección De Infraestructura;Seguridad
1068;C9366EF7D5914B45;Control Urbano;Seguridad
1069;A2FA5739A475D4BA;Protección De Infraestructura, Transporte Seguro;Seguridad
1070;C803FFB91FF17745;Cooperación Ciudadana;Seguridad
1071;F60AA57CF7AC67C1;Cooperación Ciudadana;Seguridad
1072;C0B5B854882B9D67;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1073;AEAFE566D583E758;Transporte Seguro, Lucha Contra El Crimen;Seguridad
1074;03A3AF90676CE0CD;N/A;Seguridad
1075;477AD08AF6268BA8;N/A;Seguridad
1076;57BEB44E3F3770C6;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1077;406CDF4254FE409B;Protección De Infraestructura;Seguridad
1078;1A2FD65802D787B2;Distritos Seguros, Cooperación Ciudadana, Transporte Seguro, Ciudadanías Seguras, Bienestar Y Reconocimiento;Seguridad
1079;C3A9784963597E0B;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1080;3F8BFB169F312478;Control Urbano, Lucha Contra El Crimen;Seguridad
1081;79B0EEAE8EA1B24C;Control Urbano;Seguridad
1082;B840986C7CC2A49A;Distritos Seguros, Transporte Seguro, Ciudadanías Seguras;Seguridad
1083;8E9995BDEC2C83C8;Datos Para La Seguridad, Cooperación Ciudadana;Seguridad
1084;FDBAA21241B24533;Distritos Seguros, Ciudadanías Seguras;Seguridad
1085;5BDE5A8C0B436557;Distritos Seguros, Ciudadanías Seguras;Seguridad
1086;2AA3F8DB56A6CA54;Distritos Seguros, Ciudadanías Seguras;Seguridad
1087;F4869D54E9E330C5;N/A;Seguridad
1088;8DE00504F86C44E9;Distritos Seguros;Seguridad
1089;67D5D30236948F19;Distritos Seguros, Cooperación Ciudadana, Transporte Seguro, Ciudadanías Seguras, Bienestar Y Reconocimiento;Seguridad
1090;3F900E8EB420BF54;Distritos Seguros, Control Urbano, Cooperación Ciudadana, Ciudadanías Seguras, Urbanismo Para La Seguridad;Seguridad
1091;B2393E23319BF9CF;Distritos Seguros, Seguridad Inteligente, Ciudadanías Seguras;Seguridad
1092;2BA38121693FD9A6;Distritos Seguros;Seguridad
1093;C9882960DE22F53A;Distritos Seguros;Seguridad
1094;D4AF7740DD064C71;Distritos Seguros, Ciudadanías Seguras;Seguridad
1095;FF3F1D18F1838B53;Distritos Seguros, Ciudadanías Seguras;Seguridad
1096;FA2848EB10094183;Transporte Seguro, Lucha Contra El Crimen, Ciudadanías Seguras;Seguridad
1097;A58C7FDEBBF46845;Distritos Seguros, Lucha Contra El Crimen, Ciudadanías Seguras;Seguridad
1098;DDEF86D494A08292;Distritos Seguros, Control Urbano, Transporte Seguro, Ciudadanías Seguras, Bienestar Y Reconocimiento;Seguridad
1099;4527FBF0725CAD66;Distritos Seguros, Ciudadanías Seguras;Seguridad
1100;C3B979DC2D1DA483;Distritos Seguros, Ciudadanías Seguras;Seguridad
1101;780D952F50688DC6;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1102;FD829A5EE33175D7;Control Urbano, Transporte Seguro, Lucha Contra El Crimen;Seguridad
1103;234CD09787EEABCD;Distritos Seguros, Control Urbano, Transporte Seguro, Lucha Contra El Crimen, Ciudadanías Seguras;Seguridad
1104;BF531EE21D43C0EA;Ciudadanías Seguras;Seguridad
1105;4479759EF60A0CA3;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1106;E5CABB3A55F86D35;Distritos Seguros, Control Urbano, Transporte Seguro;Seguridad
1107;A37C041376298723;Transporte Seguro, Lucha Contra El Crimen;Seguridad
1108;CC25189FA9666B38;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1109;8AED985318BB9E83;Distritos Seguros, Control Urbano;Seguridad
1110;FB79D727CC6C24D6;Distritos Seguros, Control Urbano;Seguridad
1111;BFB00A58049E7C07;Cooperación Ciudadana;Seguridad
1112;8C31A2626CE7BF0C;Distritos Seguros, Control Urbano, Transporte Seguro, Gestión De La Seguridad En Aglomeraciones, Ciudadanías Seguras, Bienestar Y Reconocimiento;Seguridad
1113;9C66CCB770CD9251;Distritos Seguros, Control Urbano;Seguridad
1114;23B21B10BAE1285C;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1115;D546D04A3BC79479;Transporte Seguro;Seguridad
1116;B7F7061765C47D8B;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1117;94A0C95F7577380E;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1118;17089969ACCD56A5;Distritos Seguros, Control Urbano, Transporte Seguro;Seguridad
1119;FAF5108F3D3BD207;Distritos Seguros, Control Urbano;Seguridad
1120;C8FD6491C6FB33A0;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1121;DFF7C15F2BF1C77C;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1122;314094A396971BFC;Distritos Seguros, Control Urbano;Seguridad
1123;BD3FCB36C6E805EC;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1124;E05A903EAC28F777;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1125;781048AB440CC621;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1126;F3479B6C301D17D3;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1127;353F17B4EB75E7D6;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1128;0AABAB7B59351453;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1129;0DB5E4C3839B50E5;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1130;3F263279D3849898;Distritos Seguros, Control Urbano, Protección De Infraestructura;Seguridad
1131;80F0A7E9643F355A;Eco-Sistema para la convivencia!, Comuniquemos Convivencia;Convivencia
1132;1E4826DE54758E5A;Distrito Convivencia;Convivencia
1133;C998B37AC5095530;Eco-Sistema para la convivencia!;Convivencia
1134;7D6BBA28B9CB0C3B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1135;F832FB5BAC54B2FA;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1136;955C2A7E7DCC6B1F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1137;20F8BCEC739784FD;N/A;Convivencia
1138;E68BF5D7176DF1BD;Eco-Sistema para la convivencia!;Convivencia
1139;37950FCD4F530339;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia;Convivencia
1140;BC936C290DD85626;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1141;BE2E78CA555443AD;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Distrito Convivencia;Convivencia
1142;17EF420FBBD79393;N/A;Convivencia
1143;A8F9B492D2C3C65F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1144;BA721439139A7BB4;Comuniquemos Convivencia;Convivencia
1145;6F8A841C3E739FEE;N/A;Convivencia
1146;1A8785054BB4FC32;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1147;FD3D47D42A14C840;N/A;Convivencia
1148;97D0931B7B4C71CA;N/A;Convivencia
1149;4EC82C753FEB6739;N/A;Convivencia
1150;765944B8791CA664;Transformando-NOS;Convivencia
1151;C9D7C12FA42A8A9D;N/A;Convivencia
1152;81505AB0DDFADAFC;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1153;7B07DCF62BBF3587;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1154;1F632C1B09FB97F6;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1155;40E35F39DBF09E50;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1156;5C507E479A718679;Comuniquemos Convivencia;Convivencia
1157;EDD2E0C16B9AC603;N/A;Convivencia
1158;8466453E7FEA1E06;N/A;Convivencia
1159;04DFA92ADD962D30;N/A;Convivencia
1160;9309A1C106109FB8;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1161;CC2D7A6EEE62DFEA;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1162;AC091522A697233E;Eco-Sistema para la convivencia!;Convivencia
1163;5E0BD04DCC73D390;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1164;CA3D45036609FE63;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1165;8260F754CCAF0BFB;N/A;Convivencia
1166;67FEAD88D534E02A;Comuniquemos Convivencia;Convivencia
1167;30E90255202C699B;N/A;Convivencia
1168;8E9D99B12C146FF1;N/A;Convivencia
1169;DD10ACB9DAD8387E;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1170;0D5F88474923FB24;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1171;F3D387FAFC475BFE;Eco-Sistema para la convivencia!;Convivencia
1172;0849A46BD8BE2677;Eco-Sistema para la convivencia!;Convivencia
1173;32FD1C77047C4D18;N/A;Convivencia
1174;35E78938EB993641;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, N/A;Convivencia
1175;9FE8DE3F3ED8F701;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1176;2F5EA440637ABEA0;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1177;D52E54A9F78837B3;N/A;Convivencia
1178;D142C55C3894ED3B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1179;7355CA6D428CCFEB;N/A;Convivencia
1180;7E2A682419CFE2C2;N/A;Convivencia
1181;E3FBB8DBBB6AE791;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1182;4B03F76E42A162DF;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1183;A35FC6A63DB3582D;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1184;A96CF6CF1FF255AC;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1185;6056A3F0634DFD52;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1186;E33EEE21C7DA9868;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1187;C3EE0B82ADCA5046;Distrito Convivencia;Convivencia
1188;9120BB2492FA58C8;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1189;32E9EEF294285452;N/A;Convivencia
1190;D7101FF6B2326C49;N/A;Convivencia
1191;B3537A9D9574F254;N/A;Convivencia
1192;732B0631B8FF55EB;N/A;Convivencia
1193;90F7A509704E3FD4;N/A;Convivencia
1194;E664B6565F64C32F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1195;B0349E68ABA9F18D;Eco-Sistema para la convivencia!;Convivencia
1196;7A74AB0E2B130953;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1197;CE5B5FC009A492E3;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1198;76924D2A99E897F3;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1199;634731F0E4830E72;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Distrito Convivencia;Convivencia
1200;3E2A178B6565D920;Eco-Sistema para la convivencia!;Convivencia
1201;9404083EFA5F05B9;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1202;6EAC50FBD0E28594;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1203;823CAB43790ECCD8;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia;Convivencia
1204;935A68AEF2FEC167;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1205;299C194B761A0BC7;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1206;413C19BDFEE1655E;N/A;Convivencia
1207;99CEE21C43EDB99F;N/A;Convivencia
1208;AF3F00B0AB1D8B07;N/A;Convivencia
1209;C92A8FF6B4F4B774;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1210;5AC34ADD323F4653;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1211;51AE3FCB30410594;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1212;68E17BB10438E1AC;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1213;73CF6DF0AA75F2AD;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1214;DE488E5FCB6BE11D;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1215;0BCA36DEC479E4D8;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1216;8B016B5D5CB579D1;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1217;B81EA51BCB57A6DD;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1218;3349DD2CA1C50523;N/A;Convivencia
1219;42E6EE81CFD19334;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1220;49F4E41039F4904F;N/A;Convivencia
1221;A064EF77D1B61BB1;N/A;Convivencia
1222;6CC0D100071A8CFE;N/A;Convivencia
1223;AD9BC1C25BEC1AC2;N/A;Convivencia
1224;61805353B9FAC10D;N/A;Convivencia
1225;8CD0502B979E7F48;N/A;Convivencia
1226;ACA3642411A1C683;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1227;ED6340807FCEA6FF;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1228;28744654DABEE7FF;Transformando-NOS;Convivencia
1229;7F72034F02226C69;Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1230;D97B9BB93DC894FA;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1231;332695672A2E7B3B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Distrito Convivencia;Convivencia
1232;E419C9C2869DC28B;N/A;Convivencia
1233;95C798916A40B9AB;N/A;Convivencia
1234;6B03203900DAD839;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1235;B0E8FCAA8A6A8FD5;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1236;0CC25AB5625F4C22;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1237;872A3C0789729EC6;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1238;D54FC2951FEA672E;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1239;23F04966A128E75B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1240;1DF2883CCC3FE022;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1241;BB507A56F531A00E;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1242;57437E1C33FA9D10;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1243;F5110B3E2035FE6C;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1244;2841B32307563522;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1245;4E73120C4D3EB1BB;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1246;ACDCA711D03009E4;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1247;D7939978FB55037F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1248;E9B3EBE2C5A7E75D;N/A;Convivencia
1249;896B676ECC89FE42;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1250;3C072DCF23AB0812;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1251;709FD0FCE42E8592;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1252;37B9F0E4B301B0D7;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1253;2CA7D0BE5D2670D9;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1254;D673F88E51A5ECB0;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1255;05957E76B21C33A1;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1256;605C45B2D13B7558;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1257;8A8F711CF0A56D73;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1258;D6B5BCBF2D1EAC29;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1259;16AF7FEFD8003D15;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Distrito Convivencia;Convivencia
1260;1D75F52A2EF06423;Eco-Sistema para la convivencia!;Convivencia
1261;91BDE32D7339B9CF;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1262;B290B2E17E15D779;Eco-Sistema para la convivencia!;Convivencia
1263;D7B61AB06BB6AE9D;Distrito Convivencia;Convivencia
1264;62544AB65BA043AC;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1265;949F49A4CC2A614B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1266;051752A85DFAA5AD;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1267;F6985C994EB181FC;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1268;878214F6B1E6D118;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1269;78C373F8A1C0A12A;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1270;7346D8D6E9479C46;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1271;6C89F8184086B448;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1272;0C8209D73A236BD4;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1273;1FC579C86AE424CA;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1274;E3A03FDCB02D9B7B;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1275;EB7536A2A89D4D2D;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1276;2AECBEE1AC4C3842;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1277;7C1059B60A5D7D42;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1278;8B3C4733610C74CC;Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1279;30C25EA6227FC383;Comuniquemos Convivencia;Convivencia
1280;F55926FEEBE01D98;N/A;Convivencia
1281;354B090FA69618C1;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1282;6F9D4C3A6279C16D;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia;Convivencia
1283;C0FD4852947B0A38;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1284;C3F2629D1CDC0C41;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1285;45199ACDE3BF14B2;Eco-Sistema para la convivencia!;Convivencia
1286;C8600FC6C3884A80;Distrito Convivencia;Convivencia
1287;902D072E62AD3175;N/A;Convivencia
1288;C7FC7F42ACFAAC1F;Eco-Sistema para la convivencia!;Convivencia
1289;FF5EDC321517D345;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1290;E0C3FF5DABCDCC85;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1291;74EA8DA7252EBD79;N/A;Convivencia
1292;E18FA5670FA57D56;N/A;Convivencia
1293;55BE72BDE638B901;N/A;Convivencia
1294;456F82F31633A8E9;N/A;Convivencia
1295;3FAA41B392E1DD2F;N/A;Convivencia
1296;3F2407580E93C13A;N/A;Convivencia
1297;96B5E577A3E529A2;N/A;Convivencia
1298;ABCE6A6D08DDCA09;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia;Convivencia
1299;B1E919004B2E4121;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1300;8C5A11FBBC49A4AF;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!;Convivencia
1301;DE00ED124320C3ED;Eco-Sistema para la convivencia!, Transformando-NOS;Convivencia
1302;C1FFB5D21B9853D3;Transformando-NOS;Convivencia
1303;07EC5CFF44943E1A;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1304;3C007A6DA753A815;N/A;Convivencia
1305;1E01CBC406CA46A7;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1306;B6A11734F95DBBC8;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Comuniquemos Convivencia;Convivencia
1307;4E9D0A665C6CFD11;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1308;0B5E5442520EB940;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1309;A2AE7380E1C3540F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS;Convivencia
1310;B12F52B79347793A;Eco-Sistema para la convivencia!;Convivencia
1311;4C608F05779E6EF9;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1312;E874FACB3B87481C;N/A;Convivencia
1313;021710A9C888EE96;Eco-Sistema para la convivencia!;Convivencia
1314;E8AEE8DCB925BDA0;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Eco-Sistema para la convivencia!, Distrito Convivencia;Convivencia
1315;83F1ECCBAD1A3E12;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1316;02229E8A836C900A;N/A;Convivencia
1317;D76AD941CF673045;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1318;4F2B0BA2FC8200DC;Transformando-NOS, Comuniquemos Convivencia, Distrito Convivencia;Convivencia
1319;656F9EE1F72F66B9;N/A;Convivencia
1320;983736436D523699;N/A;Convivencia
1321;8D66EDC245B23028;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1322;146005A0F36D5DA0;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!;Convivencia
1323;9EA9881E447C022C;N/A;Convivencia
1324;B6E073F1B7704E13;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
1325;D414964310DC552C;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
1326;F3FD01F5B48E247F;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
1327;4F4137D64B20CAA7;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
1328;790B7136615C6399;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
1329;2033442EC506D339;Entre todos: ¡Transformamos la convivencia!  ¡Con-Vivamos a lo bien!, Transformando-NOS, Distrito Convivencia;Convivencia
